Filing Date/Time,Publication Date/Time,Document Date,Source,Disclosing Organisation LEI,Disclosing Organisation Name,Description,Category,ESEF Type,Download Link,Related Organisation(s)
8/10/25 10:51,8/10/25 10:51,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20251008497269.html,
8/10/25 10:06,6/10/25 10:32,6/10/25,FCA,4PQUHN3JPFGFNF3BB653;IGJSJL3JD5P30I6NJZ34;KG1FTTDCK4KNVM3OHB52;5493003FCPSE9RKT4B56,Morgan Stanley & Co. International PLC;MORGAN STANLEY;Morgan Stanley B.V;MORGAN STANLEY FINANCE LLC,Morgan Stanley & Co. International PLC;MORGAN STANLEY;Morgan Stanley B.V;MORGAN STANLEY FINANCE LLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130895/NI-000130895.pdf,
8/10/25 8:18,8/10/25 8:18,,Regulatory News Services (RNS),549300FSC1YD0D9XX589,State of Kuwait (Ministry of Fin.),Publication of Prospectus and Pricing Supplements,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5852939.html,
7/10/25 17:14,7/10/25 17:14,,Regulatory News Services (RNS),549300FSC1YD0D9XX589,State of Kuwait (Ministry of Fin.),Publication of Prospectus and Pricing Supplements,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5852017.html,
7/10/25 15:39,7/10/25 15:34,29/09/2025,Direct Upload,549300P4PHVCL0EZU771,MITSUBISHI HC CAPITAL UK PLC,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130844/NI-000130844.pdf,
7/10/25 15:14,7/10/25 15:14,,Regulatory News Services (RNS),549300P4PHVCL0EZU771,Mitsubishi HC Capital UK PLC,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5851825.html,
7/10/25 15:07,7/10/25 15:07,,Regulatory News Services (RNS),213800UWDRB36DW8O432,HANetf Multi-Asset ETC Issuer Plc,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5851817.html,
7/10/25 15:04,7/10/25 15:04,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5851818.html,
7/10/25 11:29,7/10/25 11:29,,Regulatory News Services (RNS),549300VVURQQYU45PR87,Kenya (The Republic of),Publication of an Offering Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5851611.html,
7/10/25 10:31,7/10/25 10:31,,Regulatory News Services (RNS),2138003I9Q1QPDSQ9Z97,Molten Ventures VCT PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5851517.html,
7/10/25 10:08,3/10/25 9:25,3/10/25,FCA,2138005SMDWLMMNPVA90,Calculus VCT PLC,Calculus VCT PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130816/NI-000130816.pdf,
7/10/25 10:08,3/10/25 9:17,3/10/25,FCA,213800X2UDCFSIYXXR28,WisdomTree Foreign Exchange Limited,WisdomTree Foreign Exchange Limited - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130815/NI-000130815.pdf,
7/10/25 9:27,7/10/25 9:27,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20251007316072.html,
7/10/25 8:18,7/10/25 8:18,,Regulatory News Services (RNS),,Angola (The Republic of),Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5851149.html,
7/10/25 7:00,7/10/25 7:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 15 miljoonan euron joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001131806-fi.html,
7/10/25 7:00,7/10/25 7:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues EUR 15 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001131806-en.html,
7/10/25 7:00,7/10/25 7:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,"Municipality Finance issues a EUR 14,5 million tap under its MTN programme",Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001131724-en.html,
7/10/25 7:00,7/10/25 7:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,"Kuntarahoitus laskee liikkeeseen 14,5 miljoonan euron lisäyksen joukkovelkakirjalainaan osana joukkovelkakirjalainaohjelmaa",Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001131724-fi.html,
7/10/25 6:00,7/10/25 6:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5850309.html,
6/10/25 11:31,6/10/25 11:31,,Regulatory News Services (RNS),213800X2UDCFSIYXXR28,WisdomTree Foreign Exchange Limited,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5849819.html,
6/10/25 10:06,2/10/25 8:07,2/10/25,FCA,549300MJIRPTCHAYW359,ABP Finance Plc,ABP Finance Plc - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130688/NI-000130688.pdf,
6/10/25 10:06,2/10/25 9:23,2/10/25,FCA,549300CRL28LF3CSEA14;549300KQWCT26VXWW684,Goldman  Sachs & Co. Wertpapier GMBH;Goldman Sachs Finance Corp International Ltd,"Goldman, Sachs & Co. Wertpapier GMBH;Goldman Sachs Finance Corp International Ltd - Supplementary Prospectus",Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130687/NI-000130687.pdf,
6/10/25 10:06,2/10/25 10:55,2/10/25,FCA,213800ESTST91B3U3P50;2138002P5RNKC5W2JZ46;21380018AJDKNF3A6712,Tesco Corporate Treasury Services Europe DAC;TESCO PLC;Tesco Corporate Treasury Services PLC,Tesco Corporate Treasury Services Europe DAC;TESCO PLC;Tesco Corporate Treasury Services PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130686/NI-000130686.pdf,
6/10/25 10:05,2/10/25 11:28,2/10/25,FCA,213800VL4S7K6A2YTX94;213800WT2ILF5PBCB432;213800WSH2TNL9NG5I06;213800DMF84841RMWX35,Maven Income and Growth VCT Plc;Maven Income and Growth VCT 3 PLC;Maven Income and Growth VCT 4 PLC;Maven Income and Growth VCT 5 PLC,Maven Income and Growth VCT Plc;Maven Income and Growth VCT 3 PLC;Maven Income and Growth VCT 4 PLC;Maven Income and Growth VCT 5 PLC - Summary Document,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130683/NI-000130683.pdf,
6/10/25 10:03,6/10/25 9:45,3/10/25,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,600,000 Citigroup Global Markets Funding Luxembourg S.C.A. Notes due December 2031 linked to Preference Shares of Citigroup Global Markets Funding Luxembourg S.C.A. CGMFL133599",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130717/NI-000130717.pdf,
6/10/25 9:53,6/10/25 9:30,3/10/25,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,600,000 Citigroup Global Markets Funding Luxembourg S.C.A. Notes due November 2032 linked to Preference Shares of Citigroup Global Markets Funding Luxembourg S.C.A. CGMFL133665",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130710/NI-000130710.pdf,
3/10/25 16:21,3/10/25 16:21,,Regulatory News Services (RNS),2138005HL9O4VFW2HY47,Saltaire Finance PLC,Publication of Pricing Supplement,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5848265.html,
3/10/25 16:04,3/10/25 16:03,3/10/25,Direct Upload,2138005SMDWLMMNPVA90,Calculus VCT PLC,Calculus VCT PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130650/NI-000130650.pdf,
3/10/25 12:51,3/10/25 12:51,,Regulatory News Services (RNS),549300MJIRPTCHAYW359,ABP Finance PLC,Publication of Supplemental Prospectus ,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5848000.html,
3/10/25 11:00,3/10/25 11:00,,Regulatory News Services (RNS),213800FER4348CINTA77,Emirate of Abu Dhabi,Offering Circular and Pricing Supplements,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5842144.html,
3/10/25 10:42,3/10/25 10:42,,Regulatory News Services (RNS),2138005SMDWLMMNPVA90,Calculus VCT PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5847815.html,
3/10/25 10:07,3/10/25 10:07,,Regulatory News Services (RNS),635400JZXF4APOBPDN28,CMF 2025-1 PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5847757.html,
3/10/25 9:04,1/10/25 9:47,1/10/25,FCA,635400MFOIY6BX1JUC92,Graniteshares Financial plc,Graniteshares Financial plc - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130566/NI-000130566.pdf,
3/10/25 9:04,1/10/25 9:26,1/10/25,FCA,529900TSHBYBCFMYZ228,Fermi Inc.,Fermi Inc. - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130565/NI-000130565.pdf,
3/10/25 9:04,1/10/25 12:22,1/10/25,FCA,549300CCEV00IH2SU369,TwentyFour Income Fund Limited,TwentyFour Income Fund Limited - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130564/NI-000130564.pdf,
3/10/25 9:04,1/10/25 9:31,1/10/25,FCA,213800LHEWVY66RPGR58,Ashtead Technology Holdings plc,Ashtead Technology Holdings plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130563/NI-000130563.pdf,
2/10/25 15:42,2/10/25 15:42,,Regulatory News Services (RNS),213800VL4S7K6A2YTX94,Maven Income & Growth VCT PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5846357.html,
2/10/25 14:14,2/10/25 14:14,,Regulatory News Services (RNS),549300B4EK2P191S8U08,Wells Fargo Finance LLC,Publication of Supplement,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5846284.html,
2/10/25 14:07,2/10/25 14:07,,Regulatory News Services (RNS),2138002P5RNKC5W2JZ46,Tesco PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5846275.html,
2/10/25 12:00,2/10/25 12:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance will redeem early notes issued under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001131195-en.html,
2/10/25 12:00,2/10/25 12:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus Oyj eräännyttää ennenaikaisesti osana joukkovelkakirjaohjelmaa liikkeeseenlasketun joukkovelkakirjalainan,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001131195-fi.html,
2/10/25 11:08,2/10/25 11:07,2/9/25,Direct Upload,635400JZXF4APOBPDN28,CMF 2025-1 PLC,Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130484/NI-000130484.pdf,
2/10/25 9:39,2/10/25 9:39,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20251002110042.html,
2/10/25 9:04,30/09/2025 08:56,30/09/2025,FCA,5493005M8TJ0J6IMUF67,Cadent Finance plc,Cadent Finance plc - Supplementary Prospectus and Supplementary Listing Particulars,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130419/NI-000130419.pdf,
2/10/25 9:04,30/09/2025 09:39,30/09/2025,FCA,5493006IRJ2IWXTNIM16,CBB International Sukuk Programme Company W.L.L.,CBB International Sukuk Programme Company W.L.L. - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130418/NI-000130418.pdf,
2/10/25 9:04,30/09/2025 09:03,30/09/2025,FCA,PTCQB104N23FMNK2RZ28,Santander UK PLC,Santander UK PLC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130417/NI-000130417.pdf,
2/10/25 8:46,2/10/25 8:46,1/10/25,Direct Upload,549300ZP07LMR36K1T02,iShares IV PLC,iShares IV plc - Prospectus - 1 October 2025,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130426/NI-000130426.pdf,
2/10/25 7:00,2/10/25 7:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues a GBP 75 million tap under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001130994-en.html,
2/10/25 7:00,2/10/25 7:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 75 miljoonan Englannin punnan lisäyksen viitelainaan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001130994-fi.html,
1/10/25 16:29,1/10/25 16:29,,Regulatory News Services (RNS),549300ZP07LMR36K1T02,iShares IV PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5844602.html,
1/10/25 15:02,1/10/25 15:02,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20251001569639.html,
1/10/25 12:35,1/10/25 12:35,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20251001439027.html,
1/10/25 10:24,1/10/25 10:24,,Regulatory News Services (RNS),213800LHEWVY66RPGR58,Ashtead Technology Holdings plc,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5843913.html,
1/10/25 9:16,29/09/2025 10:58,29/09/2025,FCA,353800MZ3QX9RLMH7B09;549300P4PHVCL0EZU771,Mitsubishi HC Capital Inc.;MITSUBISHI HC CAPITAL UK PLC,Mitsubishi HC Capital Inc.;MITSUBISHI HC CAPITAL UK PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130291/NI-000130291.pdf,
1/10/25 9:13,1/10/25 9:13,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20251001822515.html,
1/10/25 8:35,1/10/25 8:35,,Regulatory News Services (RNS),549300KCFVCFTUJZYT59,MFB Magyar Fejlesztési Bank,Issue of HUF denominated domestic public bonds ,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5843586.html,
1/10/25 6:00,1/10/25 6:00,,Regulatory News Services (RNS),213800ZVIELEA55JMJ32,Diageo PLC,Diageo prices €1bn in euro-denominated bonds,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5842491.html,
30/09/2025 16:00,30/09/2025 16:00,30/09/2025,Direct Upload,25340053KRUNNYUWF472,PJSC PhosAgro,PhosAgro Successfully Completes the Book Build for an Issue of Bonds Denominated in US,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130280/NI-000130280.docx,
30/09/2025 13:15,30/09/2025 13:15,,Regulatory News Services (RNS),5493005M8TJ0J6IMUF67,Cadent Finance PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5842093.html,
30/09/2025 13:10,30/09/2025 13:10,30/09/2025,Direct Upload,5493005M8TJ0J6IMUF67,Cadent Finance plc,Cadent Finance plc Supplementary Prospectus dated 30 September 2025,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130260/NI-000130260.pdf,
30/09/2025 13:00,30/09/2025 12:59,31/08/2025,Direct Upload,549300XODK7D2K2KYV43,FIDELITY SPECIAL VALUES PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130259/NI-000130259.pdf,
30/09/2025 12:58,30/09/2025 12:57,31/08/2025,Direct Upload,549300ND695NEJ5GPI72,Fidelity Japan Trust PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130258/NI-000130258.pdf,
30/09/2025 12:55,30/09/2025 12:53,31/08/2025,Direct Upload,549300UC0QPP7Y0W8056,FIDELITY EUROPEAN TRUST PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130256/NI-000130256.pdf,
30/09/2025 12:52,30/09/2025 12:50,31/08/2025,Direct Upload,213800HWWQPUJ4K1GS84,Fidelity Emerging Markets Limited,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130255/NI-000130255.pdf,
30/09/2025 12:48,30/09/2025 12:48,31/08/2025,Direct Upload,54930076MSJ0ZW67JB75,Fidelity China Special Situations PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130254/NI-000130254.pdf,
30/09/2025 12:46,30/09/2025 12:45,31/08/2025,Direct Upload,54930094CXNYINSNOQ96,FIDELITY ASIAN VALUES PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130253/NI-000130253.pdf,
30/09/2025 08:53,26/09/2025 09:53,26/09/2025,FCA,PT3QB789TSUIDF371261,The Toronto-Dominion Bank,The Toronto-Dominion Bank - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130153/NI-000130153.pdf,
30/09/2025 06:00,30/09/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5840543.html,
30/09/2025 06:00,30/09/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5840538.html,
29/09/2025 16:20,29/09/2025 16:20,26/09/2025,Direct Upload,549300ZP07LMR36K1T02,iShares IV PLC,iShares IV plc - Prospectus MSCI ACWI Screened Update 26 September 2025,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130139/NI-000130139.pdf,
29/09/2025 14:02,29/09/2025 14:00,29/09/2025,Direct Upload,213800U93SZC44VXN635,VANQUIS BANKING GROUP PLC,Vanquis Banking Group plc Publication of Offering Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130129/NI-000130129.pdf,
29/09/2025 14:00,29/09/2025 14:00,,Regulatory News Services (RNS),213800U93SZC44VXN635,Vanquis Banking Group PLC,Publication of Offering Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5840069.html,
29/09/2025 11:14,29/09/2025 11:00,29/09/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,500,000 Coupon Barrier Autocall Notes linked to the FTSE® 100 Index, due November 2033",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130073/NI-000130073.pdf,
29/09/2025 09:00,25/09/2025 08:57,25/09/2025,FCA,558600JW2XPMLG97TV14,Gulf International Bank B.S.C.,Gulf International Bank B.S.C. - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130044/NI-000130044.pdf,
29/09/2025 09:00,25/09/2025 10:25,25/09/2025,FCA,213800MVYG7MLQM2LF25,Permanent Master Issuer PLC,Permanent Master Issuer PLC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130043/NI-000130043.pdf,
29/09/2025 09:00,25/09/2025 09:42,25/09/2025,FCA,2138003QW2ZAYZODBU23,WisdomTree Multi Asset Issuer Public Limited Company,WisdomTree Multi Asset Issuer Public Limited Company - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130042/NI-000130042.pdf,
29/09/2025 09:00,25/09/2025 07:55,25/09/2025,FCA,213800QXD4A9A3GGB469;213800846X6PYSUG1328,BRITISH SMALLER COMPANIES VCT PLC;BRITISH SMALLER COMPANIES VCT 2 PLC,BRITISH SMALLER COMPANIES VCT PLC;BRITISH SMALLER COMPANIES VCT 2 PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130041/NI-000130041.pdf,
29/09/2025 07:00,29/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues a USD 1.5 billion benchmark under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001130307-en.html,
29/09/2025 07:00,29/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,"Kuntarahoitus laskee liikkeeseen 1,5 miljardin Yhdysvaltain dollarin viitelainan osana joukkovelkakirjalainaohjelmaa",Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001130307-fi.html,
26/09/2025 16:49,26/09/2025 16:49,,Regulatory News Services (RNS),549300ZP07LMR36K1T02,iShares IV PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5838386.html,
26/09/2025 14:36,25/09/2025 23:00,26/09/2025,Direct Upload,PT3QB789TSUIDF371261,The Toronto-Dominion Bank,The Toronto-Dominion Bank - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000130017/NI-000130017.pdf,
26/09/2025 13:32,26/09/2025 13:32,,Regulatory News Services (RNS),PT3QB789TSUIDF371261,Toronto-Dominion Bank,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5838123.html,
26/09/2025 09:43,24/09/2025 08:53,24/09/2025,FCA,21380027D6CN9S37B135,WisdomTree Hedged Commodity Securities Limited,WisdomTree Hedged Commodity Securities Limited - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129927/NI-000129927.pdf,
26/09/2025 09:43,24/09/2025 09:17,24/09/2025,FCA,213800RT5DKKL9FMGO10,Puma VCT 13 plc,Puma VCT 13 plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129926/NI-000129926.pdf,
26/09/2025 09:43,24/09/2025 13:04,24/09/2025,FCA,9845005838FE7756E729,The Beauty Tech Group plc,The Beauty Tech Group plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129925/NI-000129925.pdf,
26/09/2025 07:00,26/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 15 miljoonan euron joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001129872-fi.html,
26/09/2025 07:00,26/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues EUR 15 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001129872-en.html,
26/09/2025 06:00,26/09/2025 06:00,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250925103484.html,
25/09/2025 15:42,25/09/2025 15:42,,Regulatory News Services (RNS),21380027D6CN9S37B135,WisdomTree Hedged Commodity Secs Ld,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5836344.html,
25/09/2025 11:37,25/09/2025 11:37,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250925107754.html,
25/09/2025 11:28,25/09/2025 11:28,,Regulatory News Services (RNS),213800MVYG7MLQM2LF25,Permanent Master Issuer PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5836074.html,
25/09/2025 11:07,23/09/2025 09:25,23/09/2025,FCA,64884RNKVN18M8002E95,Ingenious Estate Planning Limited,Ingenious Estate Planning Limited - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129853/NI-000129853.pdf,
25/09/2025 11:05,22/09/2025 09:20,22/09/2025,FCA,743700UF3RL386WIDA22,Sampo PLC,Sampo PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129851/NI-000129851.pdf,
25/09/2025 09:42,25/09/2025 09:42,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250925137982.html,
25/09/2025 08:04,25/09/2025 08:04,,Regulatory News Services (RNS),213800QXD4A9A3GGB469,British Smaller Companies VCT PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5835550.html,
24/09/2025 15:31,24/09/2025 15:31,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250924580480.html,
24/09/2025 15:30,24/09/2025 14:40,24/09/2025,Direct Upload,9845005838FE7756E729,The Beauty Tech Group plc,Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129779/NI-000129779.pdf,
24/09/2025 15:23,24/09/2025 14:30,24/09/2025,Direct Upload,9845005838FE7756E729,The Beauty Tech Group plc,Announcement of publication of Price Range Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129777/NI-000129777.pdf,
24/09/2025 14:36,24/09/2025 14:36,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5834354.html,
24/09/2025 14:31,24/09/2025 14:31,,Regulatory News Services (RNS),9845005838FE7756E729,The Beauty Tech Group PLC,Publication of Price Range Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5834349.html,
